fold,phase,population,model,master_seed,scope,threshold,status,selected,selection_available,selection_reason,selection_source_identity_sha256,accepted,f1,fn,fp,negative,positive,precision,recall,rejected,rows,tn,tp
2023Q2,inner,0.0005,sequential_0,0,inner_selection,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,36,0.025711662075298437,1039,22,2583,1053,0.3888888888888889,0.013295346628679962,3600,3636,2561,14
2023Q2,inner,0.0005,sequential_0,0,inner_selection,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1,0.0,1053,1,2583,1053,0.0,0.0,3635,3636,2582,0
2023Q2,inner,0.0005,sequential_1,1,phase_diagnostic,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1355,0.29983388704318936,692,994,2583,1053,0.26642066420664207,0.34283000949667614,2281,3636,1589,361
2023Q2,inner,0.0005,sequential_1,1,phase_diagnostic,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,124,0.07306711979609176,1010,81,2583,1053,0.3467741935483871,0.04083570750237417,3512,3636,2502,43
2023Q2,inner,0.0005,sequential_1,1,phase_diagnostic,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,11,0.0037593984962406013,1051,9,2583,1053,0.18181818181818182,0.001899335232668566,3625,3636,2574,2
2023Q2,inner,0.0005,sequential_1,1,inner_selection,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1355,0.29983388704318936,692,994,2583,1053,0.26642066420664207,0.34283000949667614,2281,3636,1589,361
2023Q2,inner,0.0005,sequential_1,1,inner_selection,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,124,0.07306711979609176,1010,81,2583,1053,0.3467741935483871,0.04083570750237417,3512,3636,2502,43
2023Q2,inner,0.0005,sequential_1,1,inner_selection,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,11,0.0037593984962406013,1051,9,2583,1053,0.18181818181818182,0.001899335232668566,3625,3636,2574,2
2023Q2,inner,0.0005,uniform_0,0,phase_diagnostic,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1188,0.32663989290495316,687,822,2583,1053,0.30808080808080807,0.3475783475783476,2448,3636,1761,366
2023Q2,inner,0.0005,uniform_0,0,phase_diagnostic,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,163,0.09703947368421052,994,104,2583,1053,0.3619631901840491,0.0560303893637227,3473,3636,2479,59
2023Q2,inner,0.0005,uniform_0,0,phase_diagnostic,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,32,0.03133640552995392,1036,15,2583,1053,0.53125,0.016144349477682812,3604,3636,2568,17
2023Q2,inner,0.0005,uniform_0,0,inner_selection,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1188,0.32663989290495316,687,822,2583,1053,0.30808080808080807,0.3475783475783476,2448,3636,1761,366
2023Q2,inner,0.0005,uniform_0,0,inner_selection,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,163,0.09703947368421052,994,104,2583,1053,0.3619631901840491,0.0560303893637227,3473,3636,2479,59
2023Q2,inner,0.0005,uniform_0,0,inner_selection,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,32,0.03133640552995392,1036,15,2583,1053,0.53125,0.016144349477682812,3604,3636,2568,17
2023Q2,inner,0.0005,uniform_1,1,phase_diagnostic,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1369,0.34516928158546656,635,951,2583,1053,0.30533235938641345,0.3969610636277303,2267,3636,1632,418
2023Q2,inner,0.0005,uniform_1,1,phase_diagnostic,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,214,0.10891870560378848,984,145,2583,1053,0.32242990654205606,0.06552706552706553,3422,3636,2438,69
2023Q2,inner,0.0005,uniform_1,1,phase_diagnostic,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,21,0.0148975791433892,1045,13,2583,1053,0.38095238095238093,0.007597340930674264,3615,3636,2570,8
2023Q2,inner,0.0005,uniform_1,1,inner_selection,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1369,0.34516928158546656,635,951,2583,1053,0.30533235938641345,0.3969610636277303,2267,3636,1632,418
2023Q2,inner,0.0005,uniform_1,1,inner_selection,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,214,0.10891870560378848,984,145,2583,1053,0.32242990654205606,0.06552706552706553,3422,3636,2438,69
2023Q2,inner,0.0005,uniform_1,1,inner_selection,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,21,0.0148975791433892,1045,13,2583,1053,0.38095238095238093,0.007597340930674264,3615,3636,2570,8
2023Q2,inner,0.0005,weighted_constant,,phase_diagnostic,0.3,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.0005,weighted_constant,,phase_diagnostic,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.0005,weighted_constant,,phase_diagnostic,0.5,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.0005,weighted_constant,,inner_selection,0.3,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.0005,weighted_constant,,inner_selection,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.0005,weighted_constant,,inner_selection,0.5,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.0005,weighted_logistic,,phase_diagnostic,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,591,0.22384428223844283,869,407,2583,1053,0.311336717428088,0.17473884140550808,3045,3636,2176,184
2023Q2,inner,0.0005,weighted_logistic,,phase_diagnostic,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1,0.0,1053,1,2583,1053,0.0,0.0,3635,3636,2582,0
2023Q2,inner,0.0005,weighted_logistic,,phase_diagnostic,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.0005,weighted_logistic,,inner_selection,0.3,diagnostic,True,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,591,0.22384428223844283,869,407,2583,1053,0.311336717428088,0.17473884140550808,3045,3636,2176,184
2023Q2,inner,0.0005,weighted_logistic,,inner_selection,0.4,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,1,0.0,1053,1,2583,1053,0.0,0.0,3635,3636,2582,0
2023Q2,inner,0.0005,weighted_logistic,,inner_selection,0.5,diagnostic,False,True,,42aaaf4e09edf6a7d4e95eca923bc0a18cca4aa7c29ae5165d32dfaebee123f3,0,0.0,1053,0,2583,1053,,0.0,3636,3636,2583,0
2023Q2,inner,0.001,full,,phase_diagnostic,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,198,0.2116788321167883,292,140,930,350,0.29292929292929293,0.1657142857142857,1082,1280,790,58
2023Q2,inner,0.001,full,,phase_diagnostic,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,1,0.0,350,1,930,350,0.0,0.0,1279,1280,929,0
2023Q2,inner,0.001,full,,phase_diagnostic,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,full,,inner_selection,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,198,0.2116788321167883,292,140,930,350,0.29292929292929293,0.1657142857142857,1082,1280,790,58
2023Q2,inner,0.001,full,,inner_selection,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,1,0.0,350,1,930,350,0.0,0.0,1279,1280,929,0
2023Q2,inner,0.001,full,,inner_selection,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,sequential_0,0,phase_diagnostic,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,307,0.2496194824961948,268,225,930,350,0.2671009771986971,0.2342857142857143,973,1280,705,82
2023Q2,inner,0.001,sequential_0,0,phase_diagnostic,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,32,0.04712041884816754,341,23,930,350,0.28125,0.025714285714285714,1248,1280,907,9
2023Q2,inner,0.001,sequential_0,0,phase_diagnostic,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,4,0.011299435028248588,348,2,930,350,0.5,0.005714285714285714,1276,1280,928,2
2023Q2,inner,0.001,sequential_0,0,inner_selection,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,307,0.2496194824961948,268,225,930,350,0.2671009771986971,0.2342857142857143,973,1280,705,82
2023Q2,inner,0.001,sequential_0,0,inner_selection,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,32,0.04712041884816754,341,23,930,350,0.28125,0.025714285714285714,1248,1280,907,9
2023Q2,inner,0.001,sequential_0,0,inner_selection,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,4,0.011299435028248588,348,2,930,350,0.5,0.005714285714285714,1276,1280,928,2
2023Q2,inner,0.001,sequential_1,1,phase_diagnostic,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,352,0.30484330484330485,243,245,930,350,0.3039772727272727,0.3057142857142857,928,1280,685,107
2023Q2,inner,0.001,sequential_1,1,phase_diagnostic,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,24,0.06417112299465241,338,12,930,350,0.5,0.03428571428571429,1256,1280,918,12
2023Q2,inner,0.001,sequential_1,1,phase_diagnostic,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,sequential_1,1,inner_selection,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,352,0.30484330484330485,243,245,930,350,0.3039772727272727,0.3057142857142857,928,1280,685,107
2023Q2,inner,0.001,sequential_1,1,inner_selection,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,24,0.06417112299465241,338,12,930,350,0.5,0.03428571428571429,1256,1280,918,12
2023Q2,inner,0.001,sequential_1,1,inner_selection,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,uniform_0,0,phase_diagnostic,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,513,0.3499420625724218,199,362,930,350,0.29434697855750486,0.43142857142857144,767,1280,568,151
2023Q2,inner,0.001,uniform_0,0,phase_diagnostic,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,105,0.14065934065934066,318,73,930,350,0.3047619047619048,0.09142857142857143,1175,1280,857,32
2023Q2,inner,0.001,uniform_0,0,phase_diagnostic,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,12,0.022099447513812154,346,8,930,350,0.3333333333333333,0.011428571428571429,1268,1280,922,4
2023Q2,inner,0.001,uniform_0,0,inner_selection,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,513,0.3499420625724218,199,362,930,350,0.29434697855750486,0.43142857142857144,767,1280,568,151
2023Q2,inner,0.001,uniform_0,0,inner_selection,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,105,0.14065934065934066,318,73,930,350,0.3047619047619048,0.09142857142857143,1175,1280,857,32
2023Q2,inner,0.001,uniform_0,0,inner_selection,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,12,0.022099447513812154,346,8,930,350,0.3333333333333333,0.011428571428571429,1268,1280,922,4
2023Q2,inner,0.001,uniform_1,1,phase_diagnostic,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,348,0.25787965616045844,260,258,930,350,0.25862068965517243,0.2571428571428571,932,1280,672,90
2023Q2,inner,0.001,uniform_1,1,phase_diagnostic,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,30,0.031578947368421054,344,24,930,350,0.2,0.017142857142857144,1250,1280,906,6
2023Q2,inner,0.001,uniform_1,1,phase_diagnostic,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,1,0.0,350,1,930,350,0.0,0.0,1279,1280,929,0
2023Q2,inner,0.001,uniform_1,1,inner_selection,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,348,0.25787965616045844,260,258,930,350,0.25862068965517243,0.2571428571428571,932,1280,672,90
2023Q2,inner,0.001,uniform_1,1,inner_selection,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,30,0.031578947368421054,344,24,930,350,0.2,0.017142857142857144,1250,1280,906,6
2023Q2,inner,0.001,uniform_1,1,inner_selection,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,1,0.0,350,1,930,350,0.0,0.0,1279,1280,929,0
2023Q2,inner,0.001,weighted_constant,,phase_diagnostic,0.3,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_constant,,phase_diagnostic,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_constant,,phase_diagnostic,0.5,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_constant,,inner_selection,0.3,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_constant,,inner_selection,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_constant,,inner_selection,0.5,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_logistic,,phase_diagnostic,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,171,0.1689059500959693,306,127,930,350,0.2573099415204678,0.12571428571428572,1109,1280,803,44
2023Q2,inner,0.001,weighted_logistic,,phase_diagnostic,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_logistic,,phase_diagnostic,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_logistic,,inner_selection,0.3,diagnostic,True,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,171,0.1689059500959693,306,127,930,350,0.2573099415204678,0.12571428571428572,1109,1280,803,44
2023Q2,inner,0.001,weighted_logistic,,inner_selection,0.4,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,0.001,weighted_logistic,,inner_selection,0.5,diagnostic,False,True,,d063b4fc94946a113f1915707b7c126cc64b741f1d7970221cbf28e69f644cd9,0,0.0,350,0,930,350,,0.0,1280,1280,930,0
2023Q2,inner,temporal,full,,phase_diagnostic,0.3,diagnostic,True,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,2177,0.09640806516223795,12079,1455,33439,12801,0.33164905833716124,0.05640184360596828,44063,46240,31984,722
2023Q2,inner,temporal,full,,phase_diagnostic,0.4,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,0,0.0,12801,0,33439,12801,,0.0,46240,46240,33439,0
2023Q2,inner,temporal,full,,phase_diagnostic,0.5,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,0,0.0,12801,0,33439,12801,,0.0,46240,46240,33439,0
2023Q2,inner,temporal,full,,inner_selection,0.3,diagnostic,True,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,2177,0.09640806516223795,12079,1455,33439,12801,0.33164905833716124,0.05640184360596828,44063,46240,31984,722
2023Q2,inner,temporal,full,,inner_selection,0.4,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,0,0.0,12801,0,33439,12801,,0.0,46240,46240,33439,0
2023Q2,inner,temporal,full,,inner_selection,0.5,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,0,0.0,12801,0,33439,12801,,0.0,46240,46240,33439,0
2023Q2,inner,temporal,sequential_0,0,phase_diagnostic,0.3,diagnostic,True,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,18539,0.31767708998085514,7823,13561,33439,12801,0.26851502238524194,0.3888758690727287,27701,46240,19878,4978
2023Q2,inner,temporal,sequential_0,0,phase_diagnostic,0.4,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,2773,0.09811223834596122,12037,2009,33439,12801,0.2755138838802741,0.05968283727833763,43467,46240,31430,764
2023Q2,inner,temporal,sequential_0,0,phase_diagnostic,0.5,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,188,0.006928939872199553,12756,143,33439,12801,0.2393617021276596,0.003515350363252871,46052,46240,33296,45
2023Q2,inner,temporal,sequential_0,0,inner_selection,0.3,diagnostic,True,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,18539,0.31767708998085514,7823,13561,33439,12801,0.26851502238524194,0.3888758690727287,27701,46240,19878,4978
2023Q2,inner,temporal,sequential_0,0,inner_selection,0.4,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,2773,0.09811223834596122,12037,2009,33439,12801,0.2755138838802741,0.05968283727833763,43467,46240,31430,764
2023Q2,inner,temporal,sequential_0,0,inner_selection,0.5,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,188,0.006928939872199553,12756,143,33439,12801,0.2393617021276596,0.003515350363252871,46052,46240,33296,45
2023Q2,inner,temporal,sequential_1,1,phase_diagnostic,0.3,diagnostic,True,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,13880,0.282748022937671,9029,10108,33439,12801,0.2717579250720461,0.29466447933755174,32360,46240,23331,3772
2023Q2,inner,temporal,sequential_1,1,phase_diagnostic,0.4,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,486,0.014450214495371415,12705,390,33439,12801,0.19753086419753085,0.007499414108272791,45754,46240,33049,96
2023Q2,inner,temporal,sequential_1,1,phase_diagnostic,0.5,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,4,0.00031237797735259666,12799,2,33439,12801,0.5,0.0001562377939223498,46236,46240,33437,2
2023Q2,inner,temporal,sequential_1,1,inner_selection,0.3,diagnostic,True,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,13880,0.282748022937671,9029,10108,33439,12801,0.2717579250720461,0.29466447933755174,32360,46240,23331,3772
2023Q2,inner,temporal,sequential_1,1,inner_selection,0.4,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,486,0.014450214495371415,12705,390,33439,12801,0.19753086419753085,0.007499414108272791,45754,46240,33049,96
2023Q2,inner,temporal,sequential_1,1,inner_selection,0.5,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,4,0.00031237797735259666,12799,2,33439,12801,0.5,0.0001562377939223498,46236,46240,33437,2
2023Q2,inner,temporal,uniform_0,0,phase_diagnostic,0.3,diagnostic,True,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,9553,0.25069338820792697,9999,6751,33439,12801,0.29331100177954567,0.21888914928521208,36687,46240,26688,2802
2023Q2,inner,temporal,uniform_0,0,phase_diagnostic,0.4,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,1047,0.04737146158290006,12473,719,33439,12801,0.3132760267430755,0.02562299820326537,45193,46240,32720,328
2023Q2,inner,temporal,uniform_0,0,phase_diagnostic,0.5,diagnostic,False,True,,891fe1863ba9881a0add67cccb0ea9223c012f53fdbdff4f7b36b94ef433b16f,94,0.0046529662659945716,12771,64,33439,12801,0.3191489361702128,0.002343566908835247,46146,46240,33375,30
